sys_data_source_nm,sys_data_schema_nm,sys_data_source_table_nm,sys_insert_date,sys_insert_owner_corp_id,player_name,country_name,country_code,all_time_league_goals,all_time_league_appearances,international_caps,international_goals,value,strength,stamina,pace,natural_fitness,jumping_reach,balance,agility,work_rate,vision,teamwork,positioning,off_the_ball,leadership,flair,determination,decisions,concentration,composure,bravery,anticipation,technique,corners,dribbling,finishing,first_touch,free_kicks,heading,long_shots,long_throws,marking,tackling,passing,penalties,aggression,acceleration
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kim Young-Gwon,South Korea,KOR,4,159,54,2,�6.5M,10,13,12,14,13,12,13,13,12,12,15,11,12,7,15,14,16,14,9,14,11,5,12,7,11,6,12,6,5,14,15,8,7,12,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jang Hyun-Soo,South Korea,KOR,21,158,52,3,�2.9M,10,12,14,12,15,13,14,16,13,15,8,13,7,14,11,12,11,10,10,11,15,8,13,11,14,10,12,13,7,6,8,12,10,16,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kim Shin-Wook,South Korea,KOR,5,135,51,10,�850K,8,16,16,15,10,11,15,14,9,16,11,11,8,7,14,11,12,10,14,11,12,11,14,7,13,15,8,9,17,14,15,12,8,17,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Park Joo-Ho,South Korea,KOR,4,181,37,0,�975K,7,15,13,15,8,10,16,13,10,17,12,10,7,9,14,15,14,15,13,16,15,7,13,6,15,7,9,10,14,10,13,12,7,13,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Lee Jae-Sung,South Korea,KOR,12,198,36,6,�240K,12,12,11,13,11,11,10,14,11,12,13,13,10,11,5,9,11,9,11,10,12,9,7,11,11,11,14,8,10,14,14,11,11,10,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kim Seung-Gyu,South Korea,KOR,0,179,33,0,�1.4M,12,12,11,12,13,12,11,12,12,13,12,10,10,13,12,11,12,11,12,11,11,2,3,1,12,5,5,1,3,3,3,12,3,12,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jung Woo-Young,South Korea,KOR,10,143,30,1,�2.1K,3,8,10,14,4,5,9,12,13,9,7,10,9,8,5,15,4,6,1,5,10,7,14,10,14,7,6,14,2,4,4,7,6,8,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kim Min-Woo,South Korea,KOR,3,175,21,1,�1.2M,14,13,11,13,12,9,10,20,13,14,12,10,12,11,10,10,13,14,11,13,13,6,9,9,8,10,12,12,15,14,14,12,11,9,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Go Yo-Han,South Korea,KOR,20,250,19,0,�300K,10,13,13,14,5,11,12,14,7,13,11,10,8,8,14,11,12,11,10,12,12,8,11,7,10,6,9,11,9,11,10,10,8,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hwang Hee-Chan,South Korea,KOR,25,70,15,2,�450K,11,14,15,13,10,10,14,14,12,13,9,16,8,14,14,11,12,9,11,11,13,11,13,13,12,7,5,12,7,7,6,14,10,13,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kim Jin-Hyeon,South Korea,KOR,0,149,15,0,�3.2M,7,9,3,20,18,14,8,13,11,14,12,16,8,15,17,10,10,6,13,9,3,7,6,6,5,7,11,6,15,7,7,4,9,7,6
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hong Chul,South Korea,KOR,7,154,14,0,�12M,13,13,13,12,14,13,10,10,12,15,12,8,11,9,14,11,12,15,15,13,11,5,9,6,12,10,14,8,10,14,13,13,8,13,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ju Se-Jong,South Korea,KOR,0,1,10,1,�0,6,13,10,14,8,9,12,14,11,9,9,10,10,9,5,15,9,11,5,8,12,8,10,5,12,8,8,7,6,8,8,13,6,9,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Cho Hyun-Woo,South Korea,KOR,0,433,7,0,�21K,12,14,8,12,13,10,11,13,6,13,14,3,9,8,12,13,12,13,10,12,8,3,3,3,8,5,8,2,2,10,14,8,1,12,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jung Seung-Hyun,South Korea,KOR,20,352,6,0,�4.6K,10,11,10,12,10,11,10,14,11,13,9,9,5,10,15,11,12,10,12,9,11,9,9,7,10,8,10,1,8,10,12,10,6,12,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yun Yong-Sun,South Korea,KOR,28,136,6,0,�800K,12,12,13,12,15,12,12,15,8,13,9,14,6,13,18,11,11,10,14,12,14,10,13,12,12,12,13,12,6,5,6,12,11,13,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Lee Yong,South Korea,KOR,3,213,5,0,�525K,14,12,13,15,11,12,12,14,12,13,12,12,11,11,10,12,12,12,11,12,13,10,12,9,13,13,10,13,8,13,13,12,8,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Moon Seon-Min,South Korea,KOR,54,165,3,1,�2.6M,10,13,15,13,7,11,15,11,13,7,5,12,7,15,13,9,12,10,11,10,16,10,14,7,14,12,6,11,6,2,3,12,8,5,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Oh Beom-Seok,South Korea,KOR,14,392,2,0,�155K,12,12,12,14,11,12,11,15,10,14,11,10,11,13,13,11,13,10,15,12,11,10,10,8,11,10,10,8,8,10,11,10,8,17,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Osama Hawsawi,Saudi Arabia,KSA,10,253,137,7,�800K,14,11,8,13,13,13,9,14,4,11,10,11,14,14,11,9,14,10,15,12,11,7,6,6,10,9,15,10,10,14,16,12,5,13,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Taisir Al-Jasim,Saudi Arabia,KSA,32,175,134,19,�1M,6,11,13,12,5,11,10,13,14,18,8,11,15,13,16,12,12,13,9,12,14,11,14,11,14,9,5,8,8,6,6,16,9,10,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yahya Al-Shehri,Saudi Arabia,KSA,16,185,57,7,�2.9M,5,7,11,8,5,12,12,6,16,12,7,9,11,16,17,10,14,11,11,10,15,14,17,12,14,15,2,13,11,3,3,17,7,11,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Fahad Al-Muwallad,Saudi Arabia,KSA,33,111,47,10,�3.7M,8,9,19,4,6,5,17,13,6,11,4,12,5,12,20,7,8,8,7,12,13,7,15,11,11,8,3,12,11,3,5,11,4,10,18
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mohammed Al-Sahlawi,Saudi Arabia,KSA,124,245,42,28,�2.8M,7,12,13,11,11,11,13,13,8,13,7,14,8,9,17,10,11,11,10,13,12,11,12,15,11,13,14,8,5,5,3,10,18,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Omar Hawsawi,Saudi Arabia,KSA,11,128,41,3,�2.2M,17,12,10,11,15,14,8,8,2,6,11,5,16,1,17,13,11,12,15,8,3,7,5,5,7,8,16,3,6,14,16,6,6,11,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Salman Al-Faraj,Saudi Arabia,KSA,10,126,41,2,�2.2M,10,15,12,13,10,12,15,14,12,13,11,10,13,12,14,6,10,7,8,11,15,10,9,5,12,9,7,12,5,6,7,16,7,9,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mansour Al-Harbi,Saudi Arabia,KSA,6,138,39,1,�1.5M,9,15,13,13,4,10,12,11,10,13,11,12,13,8,15,13,11,11,14,6,11,6,10,3,9,4,9,8,10,14,16,8,3,12,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yasir Al-Shahrani,Saudi Arabia,KSA,4,133,37,0,�2.6M,5,14,17,11,7,12,15,12,7,12,10,11,4,12,14,5,7,11,12,12,13,9,13,11,6,11,5,11,13,10,17,7,8,10,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Abdulmalik Al-Khaibari,Saudi Arabia,KSA,2,132,33,0,�1.3M,17,12,11,12,8,12,11,14,11,11,6,10,8,5,10,12,11,11,13,9,8,6,5,8,9,4,5,14,7,12,15,13,5,16,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Salem Al-Dawsari,Saudi Arabia,KSA,17,101,33,4,�2.7M,13,11,15,12,4,15,16,6,11,9,5,11,8,11,14,8,6,11,11,7,14,11,16,12,11,12,4,11,11,2,3,11,10,11,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yaser Al-Mosailem,Saudi Arabia,KSA,0,174,32,0,�725K,8,7,12,13,13,10,13,9,8,10,14,1,11,1,17,14,11,9,17,11,5,6,2,1,6,10,2,1,3,2,2,13,2,8,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mohanad Asiri,Saudi Arabia,KSA,51,111,18,4,�1.1M,13,12,6,9,13,14,5,6,7,10,15,14,6,7,16,11,12,15,14,13,9,8,9,17,11,10,18,9,7,3,2,10,12,10,6
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hussain Al-Mogahwi,Saudi Arabia,KSA,18,168,17,1,�1.7M,9,15,10,13,7,12,9,14,13,14,12,11,7,10,9,12,15,12,10,9,12,12,10,11,9,8,6,12,8,9,5,14,7,10,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Motaz Hawsawi,Saudi Arabia,KSA,2,60,16,0,�3.1M,14,12,6,11,10,12,8,11,9,10,15,9,12,1,15,16,14,16,10,13,11,6,5,4,12,6,16,8,7,13,16,7,8,10,7
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Abdullah Otayf,Saudi Arabia,KSA,0,39,15,1,�2M,11,14,8,12,6,12,9,14,17,13,15,12,12,11,11,14,16,11,10,16,14,7,13,3,11,10,3,9,10,2,6,16,5,10,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mohammed Al-Burayk,Saudi Arabia,KSA,3,49,11,0,�2.4M,7,11,15,12,5,10,16,12,8,11,11,12,10,12,20,10,12,14,15,10,13,9,10,7,9,13,4,10,11,14,10,11,3,9,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Abdullah Mayouf,Saudi Arabia,KSA,0,107,9,0,�1.9M,8,10,14,15,9,11,10,10,10,11,15,1,6,3,8,14,12,11,15,14,3,5,1,1,4,7,1,3,3,3,1,11,2,6,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mohammed Al-Owais,Saudi Arabia,KSA,0,31,7,0,�1.5M,11,9,9,8,14,10,14,9,9,10,14,3,5,1,5,14,13,10,14,12,4,3,3,2,5,8,1,2,3,3,2,11,5,7,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mohammed Kanno,Saudi Arabia,KSA,14,41,7,1,�1.2M,14,15,11,15,16,8,12,13,11,14,5,9,9,2,3,12,7,6,6,11,11,8,10,6,12,10,8,13,4,10,11,13,1,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hattan Bahebri,Saudi Arabia,KSA,8,87,7,0,�1.4M,6,7,18,11,6,14,19,5,8,6,2,11,5,15,16,9,5,8,7,6,12,9,13,7,9,10,3,14,6,2,3,8,4,6,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ali Al-Bulayhi,Saudi Arabia,KSA,1,47,5,0,�400K,15,12,10,14,12,14,8,13,4,7,12,11,10,1,5,12,9,9,6,7,6,6,3,2,9,4,8,2,8,15,14,5,5,10,7
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Abdullah Al-Khaibari,Saudi Arabia,KSA,0,4,5,0,�675K,12,13,11,12,7,14,11,15,11,14,13,12,9,1,7,8,9,8,9,13,11,7,8,3,10,10,9,11,5,10,12,14,2,10,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mbark Boussoufa,Morroco,MAR,82,343,63,7,�2.5M,4,8,13,14,4,9,15,10,15,10,10,15,8,19,11,15,14,14,13,13,16,15,15,10,15,13,5,11,5,5,5,14,14,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Medhi Benatia,Morroco,MAR,16,243,62,4,�42M,17,14,15,13,16,18,12,12,8,12,15,8,12,7,16,13,14,13,15,17,12,4,11,9,13,4,15,9,10,17,16,12,7,12,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Karim El Ahmadi,Morroco,MAR,19,324,54,1,�4.9M,12,15,12,10,11,14,15,16,13,15,13,12,15,15,13,15,16,17,16,15,18,9,12,10,13,10,8,12,9,13,10,14,12,17,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Younes Belhanda,Morroco,MAR,39,238,52,5,�8.25M,12,14,13,15,9,13,15,13,16,14,8,11,7,17,9,13,9,13,10,12,17,14,15,11,16,14,8,14,8,6,8,13,15,11,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Nordin Amrabat,Morroco,MAR,49,299,47,4,�14.5M,13,14,15,16,7,12,15,14,12,8,9,13,5,14,17,7,12,8,12,6,14,11,16,6,13,11,7,9,8,7,7,12,15,14,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Nabil Dirar,Morroco,MAR,31,323,39,5,�3.5M,14,15,13,15,11,15,14,15,12,17,11,14,13,12,15,13,12,12,15,12,14,13,13,10,13,12,9,11,11,11,10,13,12,14,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mounir El Kajoui,Morroco,MAR,0,152,35,0,�550K,12,15,14,14,13,13,13,11,8,12,13,3,8,4,9,11,11,12,12,12,9,7,2,1,10,11,1,3,2,2,2,12,2,7,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yassine Bounou,Morroco,MAR,0,111,34,0,�775K,14,9,13,9,15,8,13,13,5,14,14,1,8,6,12,12,15,13,9,12,5,7,1,1,5,11,8,1,2,3,3,7,1,5,8
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Manuel da Costa,Morroco,MAR,20,178,29,2,�1.9M,16,15,13,13,16,16,13,14,13,13,13,12,11,8,13,10,8,9,16,10,13,5,10,8,12,8,15,15,14,13,14,14,13,16,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Romain Saiss,Morroco,MAR,10,181,27,2,�8M,14,13,12,13,14,15,13,12,14,14,13,10,9,9,15,13,14,15,13,13,13,5,11,8,13,10,13,11,7,13,13,14,8,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Faycal Fajr,Morroco,MAR,27,260,25,2,�6M,12,15,14,13,10,12,13,11,14,12,8,12,8,15,17,10,10,9,11,11,18,14,15,11,14,13,8,12,5,7,8,13,12,11,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mehdi Carcela,Morroco,MAR,32,196,22,1,�7.25M,8,11,15,12,6,12,17,10,14,8,7,13,4,18,8,9,9,10,14,7,16,12,17,10,16,12,7,11,2,4,6,13,6,8,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Khalid Boutaib,Morroco,MAR,66,196,21,9,�2.9M,15,14,13,14,15,14,12,15,12,14,8,14,7,9,16,12,13,13,14,14,12,4,12,14,14,7,14,13,5,5,5,12,12,13,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hakim Ziyech,Morroco,MAR,48,132,20,10,�11.25M,10,13,13,14,7,12,16,14,16,14,6,15,12,15,14,11,12,12,12,14,16,15,14,11,14,15,7,15,7,4,4,16,13,13,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hamza Mendyl,Morroco,MAR,0,76,16,0,�500K,12,14,12,14,9,14,13,14,11,12,9,8,9,10,12,9,8,11,14,10,11,10,11,10,11,5,10,10,8,9,12,10,8,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Youssef En Nesyri,Morroco,MAR,9,20,16,2,�2.4M,11,9,15,12,15,7,12,13,8,12,6,13,10,12,13,15,6,11,7,6,14,8,14,14,14,9,13,12,4,3,5,8,11,6,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Aziz Bouhaddouz,Morroco,MAR,113,270,16,3,�2.1M,15,14,15,15,14,16,11,16,12,14,8,13,8,12,15,12,12,11,16,11,12,6,10,13,12,9,13,10,5,6,7,10,14,15,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Achraf Hakimi,Morroco,MAR,1,28,14,1,�1.6M,12,14,15,16,11,13,14,14,10,12,12,15,7,14,9,10,10,12,15,11,12,8,12,12,12,9,7,8,10,11,11,13,9,14,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Youssef Ait Bennasser,Morroco,MAR,4,59,14,0,�3.9M,14,14,12,13,12,14,12,13,12,14,12,13,8,12,12,12,13,13,10,12,14,11,12,10,14,11,10,11,5,10,10,13,9,12,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ayoub Kaabi,Morroco,MAR,0,97,11,11,�56K,11,8,14,17,9,9,14,6,7,8,9,13,11,11,10,9,9,14,8,8,12,10,14,13,14,8,14,9,1,8,4,7,13,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Amine Harit,Morroco,MAR,1,30,8,0,�13.75M,7,13,12,14,8,13,17,15,15,13,10,12,7,16,13,14,10,13,8,12,17,12,16,10,17,10,7,10,4,6,10,13,12,10,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Sofyan Amrabat,Morroco,MAR,0,42,7,0,�1.4M,11,14,13,14,9,10,12,14,13,14,9,13,8,15,8,12,13,13,11,14,15,11,13,8,14,10,7,7,3,10,9,13,6,11,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Reda Tagnaouti,Morroco,MAR,0,11,5,0,�39.5K,6,3,13,11,6,5,11,8,8,9,9,3,12,2,9,14,10,9,12,6,6,2,3,2,6,4,1,3,1,2,2,8,4,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Andres Guardado,Mexico,MEX,34,331,148,25,�6.5M,8,10,13,14,6,14,15,15,14,12,9,15,14,15,17,12,12,13,15,11,14,13,12,10,14,12,6,15,10,9,10,16,17,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Rafael Marquez,Mexico,MEX,23,506,146,15,�475K,10,11,9,9,10,11,9,12,14,14,15,8,18,9,12,14,12,14,14,15,13,11,6,7,12,9,13,8,13,15,14,13,10,14,8
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Giovani dos Santos,Mexico,MEX,59,256,105,19,�5.25M,8,13,13,9,7,14,17,7,14,10,7,15,8,17,10,12,10,12,9,11,17,13,16,13,16,13,8,14,6,4,7,15,13,7,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Javier Hernandez,Mexico,MEX,98,254,103,49,�29M,10,14,15,14,10,11,15,9,8,9,7,18,10,9,17,9,16,16,14,18,11,7,10,16,12,8,16,11,5,5,6,10,15,12,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Guillermo Ochoa,Mexico,MEX,0,399,95,0,�5.25M,14,12,9,12,13,8,17,8,9,14,13,5,9,7,16,11,13,17,14,15,11,2,1,2,11,7,10,2,2,7,13,11,10,7,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hector Moreno,Mexico,MEX,26,308,93,3,�5.5M,13,15,12,14,11,14,10,15,13,16,15,7,13,14,13,14,14,14,14,13,13,8,9,5,13,10,15,9,11,15,14,13,6,15,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Carlos Vela,Mexico,MEX,81,307,69,18,�6M,7,12,16,7,7,12,17,7,15,8,8,16,10,17,12,11,10,13,12,14,17,13,17,15,16,13,8,13,1,4,5,15,13,10,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hector Herrera,Mexico,MEX,45,264,67,5,�7.25M,13,14,12,14,11,14,12,15,14,15,14,14,15,11,14,13,13,14,16,15,14,10,13,13,13,9,12,13,10,11,13,14,12,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Oribe Peralta,Mexico,MEX,157,465,66,26,�1.7M,11,16,12,14,10,14,14,15,14,13,8,15,12,15,15,15,15,15,14,15,15,6,10,16,13,8,14,15,7,6,7,13,13,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Miguel Layun,Mexico,MEX,22,265,65,6,�5.5M,9,14,14,14,8,12,13,13,13,13,12,13,14,12,17,13,12,14,13,11,14,16,12,11,13,14,8,13,10,11,12,14,15,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Raul Jimenez,Mexico,MEX,73,217,64,14,�4.8M,12,15,15,14,15,14,12,18,11,15,12,14,8,8,17,12,14,8,17,13,12,6,12,13,11,8,15,13,6,8,9,12,19,17,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Diego Reyes,Mexico,MEX,9,177,55,2,�3.1M,10,12,14,14,16,11,13,13,11,14,15,10,11,7,14,11,13,12,13,13,12,6,8,6,14,7,13,8,10,16,16,12,11,10,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jesus Corona,Mexico,MEX,0,479,54,0,�750K,14,14,11,13,13,15,16,10,10,12,15,2,12,1,15,12,12,13,11,13,6,3,2,1,9,6,5,6,5,5,11,5,6,9,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Javier Aquino,Mexico,MEX,27,304,53,0,�4M,8,14,14,14,6,12,14,14,14,13,12,16,10,14,16,14,12,13,13,12,14,8,16,11,12,6,6,8,5,9,12,13,12,11,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hugo Ayala,Mexico,MEX,8,347,44,1,�3.8M,13,14,12,13,13,13,13,13,12,13,16,8,14,8,12,13,14,13,13,15,13,10,7,4,7,6,16,9,6,15,14,9,7,10,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Marco Fabian,Mexico,MEX,65,274,39,9,�7.5M,8,11,10,10,7,12,17,8,17,12,5,11,8,17,9,13,10,15,10,12,16,15,13,14,17,13,12,17,7,5,6,14,13,9,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jonathan dos Santos,Mexico,MEX,11,195,37,0,�4.8M,12,17,11,9,7,14,11,17,15,13,12,9,12,10,14,14,13,12,15,14,15,16,12,8,16,12,9,15,8,10,9,17,12,14,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jesus Corona,Mexico,MEX,26,145,36,7,�9.5M,7,11,16,13,4,10,16,11,13,9,7,15,7,17,13,12,10,12,11,11,17,13,17,14,16,11,5,11,4,4,5,13,10,7,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hirving Lozano,Mexico,MEX,33,122,29,8,�10.75M,8,15,14,14,8,12,15,12,13,12,7,15,7,16,14,15,13,13,11,14,15,9,15,14,13,8,8,13,11,6,7,12,11,6,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alfredo Talavera,Mexico,MEX,1,382,28,0,�1.9M,12,13,11,11,14,12,14,12,8,11,14,5,13,5,12,13,14,15,13,14,5,5,3,5,5,4,5,3,3,9,11,7,13,6,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jesus Gallardo,Mexico,MEX,31,127,24,0,�1.5M,7,10,14,14,9,11,15,11,12,6,11,14,11,11,9,13,12,13,11,11,13,12,15,11,13,10,4,9,13,11,13,14,9,11,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Carlos Salcedo,Mexico,MEX,2,98,22,0,�4M,14,13,12,13,14,16,12,14,9,12,14,7,11,5,17,10,13,10,18,13,10,5,9,6,12,5,12,8,14,15,16,10,9,15,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Edson Alvarez,Mexico,MEX,3,32,14,1,�825K,9,14,11,16,12,12,12,9,14,11,12,8,4,14,13,12,10,11,12,11,12,8,8,9,11,11,13,8,9,14,15,11,6,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mikel John Obi,Nigeria,NGA,4,286,83,6,�22.5M,19,14,10,17,13,18,9,15,14,15,17,13,12,10,15,16,14,19,14,15,12,9,9,6,14,9,8,4,3,13,14,15,12,10,6
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ahmed Musa,Nigeria,NGA,74,229,71,13,�16.25M,8,17,18,17,6,10,12,14,11,14,7,13,7,11,17,9,11,11,11,9,11,7,10,13,11,5,5,9,4,6,5,9,8,8,18
