datestats,countrystats,overall,attack,midfield,deffense,bu_speed,bu_passing,bu_positioning,cc_crossing,cc_passing,cc_shooting,cc_positioning,aggression,preassure,avg_age
7/31/2015,Romania,72,71,72,70,51,52,Organised,69,40,55,Organised,47,47,26.17
7/31/2015,Venezuela,71,72,70,72,29,33,Organised,25,32,32,Organised,44,33,26.26
7/31/2015,Paraguay,71,72,71,71,33,52,Organised,32,33,48,Organised,45,33,26.48
7/31/2015,Norway,71,69,72,70,70,59,Organised,52,68,61,Organised,47,33,24.17
7/31/2015,Peru,71,71,71,70,50,64,Organised,50,65,50,Organised,45,35,26.09
7/31/2015,South Africa,70,68,71,66,39,37,Organised,66,51,57,Organised,45,55,24.13
7/31/2015,Korea Republic,70,66,70,67,55,40,Organised,38,45,45,Free Form,48,51,24.48
7/31/2015,Northern Ireland,69,69,69,67,57,55,Organised,45,50,62,Organised,50,40,26.43
7/31/2015,Ecuador,69,71,70,67,50,64,Organised,50,65,50,Organised,45,35,26.35
7/31/2015,Hungary,69,70,72,66,52,53,Organised,55,62,42,Organised,47,47,26.74
7/31/2015,Australia,69,71,70,66,39,46,Organised,65,55,30,Organised,55,48,25.17
7/31/2015,Finland,69,69,68,68,56,58,Organised,53,47,53,Organised,30,33,25.26
7/31/2015,Egypt,68,72,68,65,54,55,Organised,53,46,65,Organised,37,37,23.96
7/31/2015,Bulgaria,68,67,70,66,54,54,Organised,63,62,33,Organised,32,48,26.52
7/31/2015,Bolivia,67,71,64,67,33,30,Organised,32,29,49,Organised,45,34,26.48
7/31/2015,New Zealand,65,65,60,65,44,65,Organised,65,50,35,Organised,53,30,23.04
7/31/2015,India,57,59,54,53,35,51,Organised,36,53,55,Organised,37,33,24.3
6/26/2015,Germany,84,82,82,78,63,40,Organised,48,48,63,Organised,57,44,24.96
6/26/2015,Spain,83,80,84,82,41,38,Organised,41,38,57,Free Form,47,37,25.04
6/26/2015,Argentina,82,86,80,81,32,39,Organised,36,34,68,Free Form,55,60,26.91
6/26/2015,Brazil,82,82,80,83,62,48,Organised,42,57,54,Organised,37,61,24.96
6/26/2015,France,81,80,80,80,48,36,Organised,52,49,52,Organised,46,36,25.83
6/26/2015,Belgium,81,80,81,77,39,45,Organised,37,36,45,Free Form,42,48,24.78
6/26/2015,England,80,81,78,78,54,56,Organised,67,56,51,Organised,47,43,25.22
6/26/2015,Portugal,80,83,80,75,55,31,Organised,52,30,48,Free Form,47,47,27.35
6/26/2015,Netherlands,79,78,82,77,45,37,Organised,52,55,39,Organised,50,48,24.35
6/26/2015,Italy,79,79,79,77,52,54,Organised,60,42,42,Organised,44,34,26.48
6/26/2015,Colombia,78,81,78,74,50,49,Organised,50,50,65,Organised,55,45,24.7
6/26/2015,Switzerland,77,76,77,78,48,52,Organised,51,48,43,Organised,45,47,24
6/26/2015,Russia,77,78,77,75,45,45,Organised,66,64,49,Organised,47,47,26.65
6/26/2015,Uruguay,76,75,76,76,36,55,Organised,34,51,37,Organised,56,44,25.96
6/26/2015,Chile,76,76,76,73,62,42,Organised,50,65,54,Organised,44,35,27.22
6/26/2015,Turkey,76,78,77,75,51,55,Organised,49,48,52,Organised,47,50,25.09
6/26/2015,Mexico,76,79,76,74,53,54,Organised,58,68,38,Organised,58,46,26.52
6/26/2015,Poland,75,78,72,74,50,34,Free Form,47,36,38,Free Form,38,37,26.52
6/26/2015,Czech Republic,74,73,73,72,47,50,Organised,56,53,52,Organised,44,47,27.04
6/26/2015,Sweden,74,80,75,72,49,45,Organised,64,33,37,Organised,59,42,26.3
6/26/2015,Cote d'Ivoire,74,78,75,68,66,49,Organised,73,59,53,Organised,51,55,24.35
6/26/2015,Denmark,74,75,72,74,65,50,Organised,51,38,49,Organised,44,47,25.13
6/26/2015,Greece,74,78,73,74,55,60,Organised,70,60,62,Organised,56,30,25.83
6/26/2015,Republic of Ireland,74,74,75,71,45,45,Organised,50,40,50,Organised,40,40,27.74
6/26/2015,Austria,74,71,74,74,37,53,Organised,37,38,49,Organised,37,34,25.39
6/26/2015,Wales,73,73,73,71,60,44,Organised,46,53,40,Organised,53,48,24.61
6/26/2015,Scotland,73,76,72,70,40,45,Organised,55,40,55,Organised,50,40,27.57
6/26/2015,United States,73,76,70,72,41,58,Free Form,43,54,35,Free Form,42,38,24.61
6/26/2015,Slovenia,72,72,71,68,51,53,Organised,67,66,45,Organised,36,46,26.39
6/26/2015,Cameroon,72,75,71,74,40,44,Organised,68,58,50,Organised,48,57,23.22
6/26/2015,Romania,72,71,72,70,51,52,Organised,69,40,55,Organised,47,47,26.17
6/26/2015,Venezuela,71,73,69,68,29,33,Organised,25,32,32,Organised,44,33,26.35
6/26/2015,Paraguay,71,68,71,69,33,52,Organised,32,33,48,Organised,45,33,26.3
6/26/2015,Norway,71,69,72,70,70,59,Organised,52,68,61,Organised,47,33,24.17
6/26/2015,Peru,71,78,69,72,50,64,Organised,50,65,50,Organised,45,35,26.39
6/26/2015,South Africa,70,68,71,66,39,37,Organised,66,51,57,Organised,45,55,24.13
6/26/2015,Korea Republic,70,66,70,67,55,40,Organised,38,45,45,Free Form,48,51,24.48
6/26/2015,Northern Ireland,69,69,69,67,57,55,Organised,45,50,62,Organised,50,40,26.43
6/26/2015,Ecuador,69,68,71,67,50,64,Organised,50,65,50,Organised,45,35,26.35
6/26/2015,Hungary,69,70,72,66,52,53,Organised,55,62,42,Organised,47,47,26.74
6/26/2015,Australia,69,71,70,66,39,46,Organised,65,55,30,Organised,55,48,25.17
6/26/2015,Finland,69,69,68,68,56,58,Organised,53,47,53,Organised,30,33,25.26
6/26/2015,Egypt,68,72,68,65,54,55,Organised,53,46,65,Organised,37,37,23.96
6/26/2015,Bulgaria,68,67,70,66,54,54,Organised,63,62,33,Organised,32,48,26.52
6/26/2015,Bolivia,67,68,65,67,33,30,Organised,32,29,49,Organised,45,34,26.48
6/26/2015,New Zealand,65,65,60,65,44,65,Organised,65,50,35,Organised,53,30,23.04
6/26/2015,India,57,59,54,53,35,51,Organised,36,53,55,Organised,37,33,24.3
5/29/2015,Germany,84,82,80,82,63,40,Organised,48,48,63,Organised,57,44,25.26
5/29/2015,Spain,83,80,84,82,41,38,Organised,41,38,57,Free Form,47,37,25.48
5/29/2015,Brazil,82,82,81,82,62,48,Organised,42,57,54,Organised,37,61,24.7
5/29/2015,Argentina,82,86,80,81,32,39,Organised,36,34,68,Free Form,55,60,27.09
5/29/2015,Belgium,81,79,81,79,39,45,Organised,37,36,45,Free Form,42,48,25.22
5/29/2015,France,81,82,80,79,48,36,Organised,52,49,52,Organised,46,36,25.65
5/29/2015,Netherlands,80,81,80,78,45,37,Organised,52,55,39,Organised,50,48,25.22
5/29/2015,Portugal,80,83,80,77,55,31,Organised,52,30,48,Free Form,47,47,27.91
5/29/2015,England,80,82,78,79,54,56,Organised,67,56,51,Organised,47,43,24.87
5/29/2015,Italy,79,78,77,81,52,54,Organised,60,42,42,Organised,44,34,26.74
5/29/2015,Colombia,78,81,79,75,50,49,Organised,50,50,65,Organised,55,45,24.78
5/29/2015,Russia,77,78,77,75,45,45,Organised,66,64,49,Organised,47,47,26.65
5/29/2015,Switzerland,77,76,77,78,48,52,Organised,51,48,43,Organised,45,47,24
5/29/2015,Poland,76,80,74,74,50,34,Free Form,47,36,38,Free Form,38,37,25.91
5/29/2015,Turkey,76,78,78,74,51,55,Organised,49,48,52,Organised,47,50,25.91
5/29/2015,Chile,76,77,74,73,62,42,Organised,50,65,54,Organised,44,35,27.17
5/29/2015,Uruguay,76,75,74,77,36,55,Organised,34,51,37,Organised,56,44,26.22
5/29/2015,Greece,75,75,72,75,55,60,Organised,70,60,62,Organised,56,30,24.78
5/29/2015,Denmark,75,76,72,74,65,50,Organised,51,38,49,Organised,44,47,26.04
5/29/2015,Czech Republic,74,73,73,72,47,50,Organised,56,53,52,Organised,44,47,27
5/29/2015,Cote d'Ivoire,74,76,77,68,66,49,Organised,73,59,53,Organised,51,55,24.35
5/29/2015,United States,74,76,73,72,41,58,Free Form,43,54,35,Free Form,42,38,25.17
5/29/2015,Sweden,74,80,75,72,49,45,Organised,64,33,37,Organised,59,42,26.52
5/29/2015,Republic of Ireland,74,75,74,71,45,45,Organised,50,40,50,Organised,40,40,27.96
5/29/2015,Austria,74,72,76,73,37,53,Organised,37,38,49,Organised,37,34,25.22
5/29/2015,Slovenia,73,73,71,69,51,53,Organised,67,66,45,Organised,36,46,26.35
5/29/2015,Wales,73,75,70,72,60,44,Organised,46,53,40,Organised,53,48,24.7
5/29/2015,Scotland,73,75,71,71,40,45,Organised,55,40,55,Organised,50,40,26.48
5/29/2015,Norway,72,71,73,71,70,59,Organised,52,68,61,Organised,47,33,24.78
5/29/2015,Cameroon,72,75,71,74,40,44,Organised,68,58,50,Organised,48,57,23.35
5/29/2015,Romania,72,72,71,71,51,52,Organised,69,40,55,Organised,47,47,25.91
5/29/2015,Peru,71,77,68,69,50,64,Organised,50,65,50,Organised,45,35,26.09
5/29/2015,Ecuador,71,72,73,67,50,64,Organised,50,65,50,Organised,45,35,26.48
5/29/2015,Mexico,71,72,69,69,53,54,Organised,58,68,38,Organised,58,46,26.87
5/29/2015,Paraguay,71,68,71,69,33,52,Organised,32,33,48,Organised,45,33,26.3
5/29/2015,Venezuela,71,73,69,68,29,33,Organised,25,32,32,Organised,44,33,26.35
5/29/2015,South Africa,70,67,71,66,39,37,Organised,66,51,57,Organised,45,55,24.09
5/29/2015,Hungary,70,72,72,67,52,53,Organised,55,62,42,Organised,47,47,26.83
5/29/2015,Australia,70,71,69,67,39,46,Organised,65,55,30,Organised,55,48,25.3
5/29/2015,Korea Republic,70,72,69,70,55,40,Organised,38,45,45,Free Form,48,51,24.83
5/29/2015,Northern Ireland,69,69,70,67,57,55,Organised,45,50,62,Organised,50,40,26.74
5/29/2015,Egypt,68,73,67,64,54,55,Organised,53,46,65,Organised,37,37,24.3
5/29/2015,Bulgaria,68,67,69,67,54,54,Organised,63,62,33,Organised,32,48,26.65
5/29/2015,Finland,68,69,66,66,56,58,Organised,53,47,53,Organised,30,33,24.65
5/29/2015,Bolivia,68,70,65,67,33,30,Organised,32,29,49,Organised,45,34,26.39
5/29/2015,New Zealand,65,65,60,65,44,65,Organised,65,50,35,Organised,53,30,23.04
5/29/2015,India,57,58,55,55,35,51,Organised,36,53,55,Organised,37,33,24.04
4/24/2015,Germany,84,83,80,82,63,40,Organised,48,48,63,Organised,57,44,25.26
4/24/2015,Spain,83,80,84,82,41,38,Organised,41,38,57,Free Form,47,37,25.48
4/24/2015,Argentina,82,87,80,81,32,39,Organised,36,34,68,Free Form,55,60,26.39
4/24/2015,Brazil,82,82,81,82,62,48,Organised,42,57,54,Organised,37,61,24.7
4/24/2015,France,81,82,80,79,48,36,Organised,52,49,52,Organised,46,36,25.65
4/24/2015,Netherlands,80,81,80,78,45,37,Organised,52,55,39,Organised,50,48,25.22
4/24/2015,Portugal,80,83,80,77,55,31,Organised,52,30,48,Free Form,47,47,27.91
4/24/2015,Belgium,80,79,80,79,39,45,Organised,37,36,45,Free Form,42,48,25.22
4/24/2015,England,80,82,78,79,54,56,Organised,67,56,51,Organised,47,43,24.87
4/24/2015,Italy,79,78,76,81,52,54,Organised,60,42,42,Organised,44,34,26.74
4/24/2015,Colombia,78,82,78,73,50,49,Organised,50,50,65,Organised,55,45,24.7
4/24/2015,Russia,77,78,77,75,45,45,Organised,66,64,49,Organised,47,47,26.65
4/24/2015,Switzerland,77,77,77,77,48,52,Organised,51,48,43,Organised,45,47,24
4/24/2015,Chile,76,77,74,73,62,42,Organised,50,65,54,Organised,44,35,27.39
4/24/2015,Uruguay,76,76,73,77,36,55,Organised,34,51,37,Organised,56,44,25.35
4/24/2015,Turkey,76,78,78,74,51,55,Organised,49,48,52,Organised,47,50,25.91
4/24/2015,Poland,76,80,74,74,50,34,Organised,47,36,38,Organised,38,37,25.91
4/24/2015,Denmark,75,76,72,74,65,50,Organised,51,38,49,Organised,44,47,26.04
4/24/2015,Mexico,75,78,76,73,53,54,Organised,58,68,38,Organised,58,46,25.87
4/24/2015,United States,74,75,73,72,41,58,Free Form,43,54,35,Free Form,42,38,24.91
4/24/2015,Czech Republic,74,73,73,71,47,50,Organised,56,53,52,Organised,44,47,27
4/24/2015,Cote d'Ivoire,74,76,77,68,66,49,Organised,73,59,53,Organised,51,51,24.35
4/24/2015,Sweden,74,80,75,72,49,45,Organised,64,33,37,Organised,59,42,26.52
4/24/2015,Austria,74,73,76,73,37,53,Organised,37,38,49,Organised,37,34,25.22
4/24/2015,Greece,74,75,72,75,55,60,Organised,70,60,62,Organised,56,30,24.78
4/24/2015,Republic of Ireland,74,75,74,71,45,45,Organised,50,40,50,Organised,40,40,27.96
4/24/2015,Cameroon,73,75,71,73,40,44,Organised,68,52,50,Organised,48,57,23.35
4/24/2015,Scotland,73,75,71,70,40,45,Organised,55,40,55,Organised,50,40,26.91
4/24/2015,Slovenia,73,73,71,69,51,53,Organised,67,66,45,Organised,36,46,26.35
4/24/2015,Wales,73,76,70,72,60,44,Organised,46,53,40,Organised,53,48,24.7
4/24/2015,Norway,72,71,73,71,70,59,Organised,52,68,61,Organised,47,33,24.78
4/24/2015,Romania,72,72,71,71,51,52,Organised,69,40,55,Organised,47,47,25.91
4/24/2015,Paraguay,71,68,71,69,33,52,Organised,32,33,48,Organised,45,33,26.3
4/24/2015,Venezuela,71,73,69,68,29,33,Organised,25,32,32,Organised,44,33,26.35
4/24/2015,Ecuador,71,73,72,67,50,64,Organised,50,65,50,Organised,45,35,26.13
4/24/2015,Korea Republic,71,72,70,70,55,40,Organised,38,45,45,Free Form,48,51,24.83
4/24/2015,Hungary,70,73,72,67,52,53,Organised,55,62,42,Organised,47,47,26.83
4/24/2015,Peru,70,72,68,69,50,64,Organised,50,65,50,Organised,45,35,25.09
4/24/2015,Australia,70,71,69,66,39,46,Organised,65,55,30,Organised,55,48,24.96
4/24/2015,South Africa,70,67,70,66,39,37,Organised,66,51,57,Organised,45,55,24.09
4/24/2015,Northern Ireland,69,70,70,67,57,55,Organised,45,50,62,Organised,50,40,26.87
4/24/2015,Egypt,68,73,67,64,54,55,Organised,53,46,52,Organised,37,37,24.3
4/24/2015,Bulgaria,68,67,69,67,54,54,Organised,63,62,33,Organised,32,48,26.65
4/24/2015,Finland,68,69,66,66,56,58,Organised,53,47,53,Organised,30,33,24.65
4/24/2015,Bolivia,68,69,65,67,33,30,Organised,32,29,49,Organised,45,34,26.7
4/24/2015,New Zealand,64,65,60,66,44,65,Organised,65,50,35,Organised,53,30,23.04
4/24/2015,India,57,58,54,55,35,51,Organised,36,53,55,Organised,37,33,24.04
3/27/2015,Germany,84,83,80,82,63,40,Organised,48,48,63,Organised,57,44,25.26
3/27/2015,Spain,83,80,84,82,41,38,Organised,41,38,57,Free Form,47,37,25.35
3/27/2015,Brazil,82,82,80,82,62,48,Organised,42,57,54,Organised,37,61,24.7
3/27/2015,Argentina,82,87,80,81,32,39,Organised,36,34,68,Free Form,55,60,26.39
3/27/2015,France,81,82,79,80,48,36,Organised,52,49,52,Organised,46,36,25.65
3/27/2015,Netherlands,80,80,80,78,45,37,Organised,52,55,39,Organised,50,48,25.13
3/27/2015,Belgium,80,79,80,79,39,45,Organised,37,36,45,Free Form,42,48,25.22
3/27/2015,England,80,82,78,79,54,56,Organised,67,56,51,Organised,47,43,25.09
3/27/2015,Portugal,80,82,80,78,55,31,Organised,52,30,48,Free Form,47,47,27.52
3/27/2015,Italy,79,78,76,82,49,48,Organised,63,38,42,Organised,44,34,26.91
3/27/2015,Colombia,78,81,77,71,50,49,Organised,50,50,65,Organised,55,45,24.91
3/27/2015,Turkey,77,78,78,74,51,55,Organised,49,48,52,Organised,47,50,25.91
3/27/2015,Russia,76,76,74,75,45,45,Organised,66,64,49,Organised,47,47,26
3/27/2015,Switzerland,76,75,76,75,48,52,Organised,51,48,43,Organised,45,47,24.87
3/27/2015,Mexico,76,78,76,74,53,54,Organised,58,68,38,Organised,58,46,26.09
3/27/2015,Uruguay,76,76,72,77,36,55,Organised,34,51,37,Organised,56,44,25.35
3/27/2015,Chile,76,77,73,69,62,42,Organised,50,65,54,Organised,44,35,27.26
3/27/2015,Poland,75,80,71,74,50,34,Organised,47,36,38,Organised,38,37,25.61
3/27/2015,Denmark,75,74,73,76,65,50,Organised,51,38,49,Organised,44,47,26.43
3/27/2015,Czech Republic,74,73,73,71,47,50,Organised,56,53,52,Organised,44,47,27
3/27/2015,Cote d'Ivoire,74,76,77,67,66,49,Organised,73,59,53,Organised,51,51,24.35
3/27/2015,Sweden,74,77,72,74,49,32,Organised,39,33,68,Organised,59,42,26.78
3/27/2015,Austria,74,70,74,74,37,53,Organised,37,38,49,Organised,37,34,25.43
3/27/2015,Greece,74,75,72,76,55,60,Organised,70,60,62,Organised,56,30,25.26
3/27/2015,Republic of Ireland,74,77,76,73,45,45,Organised,50,40,50,Organised,40,40,28
3/27/2015,Cameroon,73,75,71,73,40,44,Organised,68,52,50,Organised,48,57,23.35
3/27/2015,United States,73,75,73,69,41,58,Free Form,43,54,35,Free Form,42,38,24.7
3/27/2015,Scotland,73,75,73,71,40,45,Organised,55,40,55,Organised,50,40,27.43
3/27/2015,Wales,73,70,74,72,60,44,Organised,46,53,40,Organised,53,48,24.7
3/27/2015,Slovenia,72,73,70,69,51,53,Organised,67,66,50,Organised,36,46,26.74
3/27/2015,Norway,72,71,73,71,70,59,Organised,52,68,61,Organised,47,33,24.43
3/27/2015,Romania,72,72,71,71,51,52,Organised,69,40,55,Organised,47,47,26.78
3/27/2015,Venezuela,71,73,69,68,29,33,Organised,25,32,32,Organised,44,33,26.35
3/27/2015,Ecuador,71,73,72,67,50,64,Organised,50,65,50,Organised,45,35,26.13
3/27/2015,Paraguay,71,68,71,69,33,52,Organised,32,33,48,Organised,45,33,26.3
3/27/2015,Hungary,70,73,71,66,52,53,Organised,55,62,42,Organised,47,47,26.87
3/27/2015,Australia,70,70,70,67,39,46,Organised,65,55,30,Organised,55,48,24.96
3/27/2015,Korea Republic,70,64,69,70,55,40,Organised,38,45,45,Free Form,48,51,24.83
3/27/2015,Peru,70,72,68,69,50,64,Organised,50,65,50,Organised,45,35,25.09
3/27/2015,South Africa,69,66,68,62,39,37,Organised,66,51,57,Organised,45,55,23.57
3/27/2015,Bulgaria,69,67,69,67,54,54,Organised,63,62,33,Organised,32,48,26.65
3/27/2015,Northern Ireland,69,68,67,68,57,55,Organised,45,50,62,Organised,50,40,26.43
3/27/2015,Finland,69,68,71,67,56,58,Organised,53,47,53,Organised,30,33,25.52
3/27/2015,Egypt,68,72,67,64,54,55,Organised,53,46,52,Organised,37,37,24.3
3/27/2015,Bolivia,68,69,65,67,33,30,Organised,32,29,49,Organised,45,34,26.7
3/27/2015,New Zealand,65,65,60,66,44,65,Organised,65,50,35,Organised,53,30,23.04
3/27/2015,India,57,58,54,55,35,51,Organised,36,53,55,Organised,37,33,24.04
2/27/2015,Germany,84,79,84,80,63,40,Organised,48,48,63,Organised,57,44,24.83
2/27/2015,Spain,83,86,82,82,41,38,Organised,41,38,57,Free Form,47,37,25.83
2/27/2015,Argentina,82,87,81,80,32,39,Organised,36,34,68,Free Form,55,60,27.17
2/27/2015,Brazil,81,79,81,81,62,48,Organised,42,57,54,Organised,37,61,24.3
2/27/2015,Belgium,81,78,80,78,39,45,Organised,37,36,45,Free Form,42,48,24.48
2/27/2015,France,81,82,81,80,48,36,Organised,52,49,52,Organised,46,36,26.17
2/27/2015,Portugal,80,81,79,76,55,31,Organised,52,30,48,Free Form,47,47,27.57
2/27/2015,Netherlands,80,83,80,77,45,37,Organised,52,55,39,Organised,50,48,25.13
2/27/2015,England,80,82,78,79,54,56,Organised,67,56,51,Organised,47,43,25.09
2/27/2015,Italy,79,78,77,78,49,48,Organised,63,38,42,Organised,44,34,26.13
2/27/2015,Colombia,78,81,78,74,50,49,Organised,50,50,65,Organised,55,45,25.65
2/27/2015,Turkey,77,77,78,74,51,55,Organised,49,48,52,Organised,47,50,25.17
2/27/2015,Uruguay,77,80,73,77,36,55,Organised,34,51,37,Organised,56,44,26.09
2/27/2015,Russia,76,77,76,74,45,45,Organised,66,64,49,Organised,47,47,26.52
2/27/2015,Switzerland,76,75,76,75,48,52,Organised,51,48,43,Organised,45,47,24.87
2/27/2015,Poland,75,87,71,74,50,34,Organised,47,36,38,Organised,38,37,25.61
2/27/2015,Mexico,75,78,76,71,53,54,Organised,58,68,38,Organised,58,46,25.48
2/27/2015,Cote d'Ivoire,75,76,76,67,66,49,Organised,73,59,53,Organised,51,51,25
2/27/2015,Chile,75,77,75,74,62,42,Organised,50,65,54,Organised,44,35,26.83
2/27/2015,Czech Republic,74,73,73,71,47,50,Organised,56,53,52,Organised,44,47,27
2/27/2015,United States,74,76,73,74,41,58,Free Form,43,54,35,Free Form,42,38,25.91
2/27/2015,Sweden,74,77,72,74,49,32,Organised,39,33,68,Organised,59,42,26.09
2/27/2015,Denmark,74,75,73,75,65,50,Organised,51,38,49,Organised,44,47,26.35
2/27/2015,Republic of Ireland,74,75,76,73,45,45,Organised,50,40,50,Organised,40,40,28.09
2/27/2015,Greece,74,74,73,75,52,56,Organised,60,51,52,Organised,37,24,26.61
2/27/2015,Austria,74,70,74,74,37,53,Organised,37,38,49,Organised,37,34,25.43
2/27/2015,Wales,73,77,72,72,60,44,Organised,46,53,40,Organised,53,48,24.52
2/27/2015,Ecuador,72,74,72,66,50,64,Organised,50,65,50,Organised,45,35,24.09
2/27/2015,Slovenia,72,71,70,69,51,53,Organised,67,66,50,Organised,36,46,27.04
2/27/2015,Romania,72,72,70,71,51,52,Organised,69,40,55,Organised,47,47,26.78
2/27/2015,Scotland,72,71,72,70,40,45,Organised,55,40,55,Organised,50,40,27.43
2/27/2015,Norway,72,71,73,71,70,59,Organised,52,68,61,Organised,47,33,24.96
2/27/2015,Cameroon,71,72,70,73,40,44,Organised,68,52,50,Organised,48,57,23.7
2/27/2015,Paraguay,71,68,71,69,33,52,Organised,32,33,48,Organised,45,33,26.3
2/27/2015,Venezuela,71,73,69,68,29,33,Organised,25,32,32,Organised,44,33,26.35
2/27/2015,Korea Republic,71,66,69,70,55,40,Organised,38,45,45,Free Form,48,51,25.3
2/27/2015,Australia,70,74,69,67,39,46,Organised,65,55,30,Organised,55,48,25.43
2/27/2015,Hungary,70,72,71,67,52,53,Organised,55,62,42,Organised,47,47,25.7
2/27/2015,Peru,70,75,68,67,50,64,Organised,50,65,50,Organised,45,35,24.39
2/27/2015,Northern Ireland,69,71,68,68,57,55,Organised,45,50,62,Organised,50,40,27
2/27/2015,Finland,69,68,71,67,56,58,Organised,53,47,53,Organised,30,33,25.52
2/27/2015,South Africa,69,67,68,69,39,37,Organised,66,51,57,Organised,45,55,25
2/27/2015,Egypt,68,68,68,66,54,55,Organised,53,46,52,Organised,37,37,26
2/27/2015,Bulgaria,68,66,68,67,54,54,Organised,63,62,33,Organised,32,48,26.78
2/27/2015,Bolivia,68,69,65,67,33,30,Organised,32,29,49,Organised,45,34,26.7
2/27/2015,New Zealand,64,65,60,66,44,65,Organised,65,50,35,Organised,53,30,23.04
2/27/2015,India,57,60,56,56,35,51,Organised,36,53,55,Organised,37,33,25.52
1/30/2015,Germany,84,79,84,80,63,40,Organised,48,48,63,Organised,57,44,24.83
1/30/2015,Spain,83,86,82,82,41,38,Organised,41,38,57,Free Form,47,37,25.83
1/30/2015,Argentina,82,87,80,80,32,39,Organised,36,34,68,Free Form,55,60,27.17
1/30/2015,Brazil,81,79,81,81,62,48,Organised,42,57,54,Organised,37,61,24.3
1/30/2015,Belgium,81,78,80,78,39,45,Organised,37,36,45,Free Form,42,48,24.48
1/30/2015,France,81,82,80,79,48,36,Organised,52,49,52,Organised,46,36,25.3
1/30/2015,Portugal,80,82,78,77,55,31,Organised,52,30,48,Free Form,47,47,27.57
1/30/2015,Netherlands,80,82,80,77,45,37,Organised,52,55,39,Organised,50,48,25.13
1/30/2015,England,80,82,78,79,54,56,Organised,67,56,51,Organised,47,43,25.09
1/30/2015,Italy,79,78,78,79,49,48,Organised,63,38,42,Organised,44,34,26.13
1/30/2015,Colombia,78,81,78,74,50,49,Organised,50,50,65,Organised,55,45,25.65
1/30/2015,Turkey,77,78,78,74,51,55,Organised,49,48,52,Organised,47,50,25.17
1/30/2015,Uruguay,77,80,73,76,36,55,Organised,34,51,37,Organised,56,44,26.09
1/30/2015,Russia,76,77,76,74,45,45,Organised,66,64,49,Organised,47,47,26.52
1/30/2015,Switzerland,76,75,76,75,48,52,Organised,51,48,43,Organised,45,47,24.87
1/30/2015,Poland,75,87,71,74,50,34,Organised,47,36,38,Organised,38,37,25.61
1/30/2015,Mexico,75,78,75,71,53,54,Organised,58,68,38,Organised,58,46,25.48
1/30/2015,Cote d'Ivoire,75,76,76,69,66,49,Organised,73,59,53,Organised,51,51,25.26
1/30/2015,Chile,75,76,75,74,62,42,Organised,50,65,54,Organised,44,35,26.83
1/30/2015,Czech Republic,74,73,73,72,47,50,Organised,56,53,52,Organised,44,47,27
1/30/2015,United States,74,76,73,74,41,58,Free Form,43,54,35,Free Form,42,38,25.91
1/30/2015,Sweden,74,77,72,74,49,32,Organised,39,33,68,Organised,59,42,26.09
1/30/2015,Denmark,74,75,72,75,65,50,Organised,51,38,49,Organised,44,47,26.35
1/30/2015,Republic of Ireland,74,75,76,73,45,45,Organised,50,40,50,Organised,40,40,28.09
1/30/2015,Greece,74,75,73,75,52,56,Organised,60,51,52,Organised,37,24,26.61
1/30/2015,Austria,74,71,74,74,37,53,Organised,37,38,49,Organised,37,34,25.43
1/30/2015,Wales,73,77,72,72,60,44,Organised,46,53,40,Organised,53,48,24.52
1/30/2015,Ecuador,72,74,72,66,50,64,Organised,50,65,50,Organised,45,35,24.09
1/30/2015,Slovenia,72,71,70,68,51,53,Organised,67,66,50,Organised,36,46,27.04
1/30/2015,Cameroon,72,72,70,73,40,44,Organised,68,52,50,Organised,48,57,23.7
1/30/2015,Scotland,72,71,73,70,40,45,Organised,55,40,55,Organised,50,40,27.43
1/30/2015,Norway,72,71,73,71,70,59,Organised,52,68,61,Organised,47,33,24.96
1/30/2015,Romania,72,72,70,71,51,52,Organised,69,40,55,Organised,47,47,26.78
1/30/2015,Venezuela,71,73,69,68,29,33,Organised,25,32,32,Organised,44,33,26.35
1/30/2015,Paraguay,71,68,71,69,33,52,Organised,32,33,48,Organised,45,33,26.3
1/30/2015,Korea Republic,70,64,71,69,55,40,Organised,38,45,45,Free Form,48,51,25.3
1/30/2015,Australia,70,74,69,67,39,46,Organised,65,55,30,Organised,55,48,25.83
1/30/2015,Hungary,70,72,71,67,52,53,Organised,55,62,42,Organised,47,47,25.7
1/30/2015,Peru,70,74,67,67,50,64,Organised,50,65,50,Organised,45,35,24.39
1/30/2015,Finland,69,68,71,67,56,58,Organised,53,47,53,Organised,30,33,25.96
1/30/2015,Northern Ireland,69,71,68,68,57,55,Organised,45,50,62,Organised,50,40,27
1/30/2015,South Africa,69,67,68,69,39,37,Organised,66,51,57,Organised,45,55,25
1/30/2015,Egypt,68,67,68,66,54,55,Organised,53,46,52,Organised,37,37,26
1/30/2015,Bulgaria,68,66,68,67,54,54,Organised,63,62,33,Organised,32,48,26.78
1/30/2015,Bolivia,64,65,62,63,33,30,Organised,32,29,49,Organised,45,34,26.7
1/30/2015,New Zealand,63,65,60,59,44,65,Organised,65,50,35,Organised,53,30,22.09
1/30/2015,India,57,60,56,56,35,51,Organised,36,53,55,Organised,37,33,25.52
12/27/2014,Germany,84,79,84,80,63,40,Organised,48,48,63,Organised,57,44,24.74
12/27/2014,Spain,83,81,83,82,41,38,Organised,41,38,57,Free Form,47,37,25.83
